Post#,Post,Relevance,Sentiment,AD
402881,瞧孕妈咪，漂亮的肚皮[花心][花心]使用后和梳子说拜拜[doge]拯救你的干枯头，大油头，改善秋季开叉断发掉发。你以为用超市的日化就能解决你的发质问题❓哪家发廊也不用海飞丝，潘婷。我家洗护是专业的美发护理专供。孕妇哺乳期均可使用[玫瑰],Y,"Head&shoulders=ambiguous
 Pantene=ambiguous",
1796,#清扬NBA限量版洗发水#值得期待！！走过路过不可错过 http://t.cn/R7LoCAg,Y,NEU,AD
415526,跟潘婷是一个味道，可惜囡囡还的一个多月才能洗澡,Y,AMBIGUOUS,
495751,#夏至未至#潘婷我爱你,?,,
805552,http://detail.tmall.com/item.htm?spm=a1z10.4-b.w4004-9956727543.1.YnYAJ5&id=13407251545&abbucket=_AB-M130_B17&acm=03131.1003.1.53417&aldid=de7uUyeg&abtest=_AB-LR130-PV130_1092&scm=1003.1.03131.ITEM_13407251545_53417&pos=1 这个就是那个产品的链接。去看看追加评价吧,?,,
860244,"其实因为每个人的肤质都不一样的，所以没有一种染发剂是适合任何人的，只有适合自己的才是最好的。 我看到一个美容导师的博客,博主非常仔细的把自己用后的评测结果发布出来。 可以去看看，参考下哈 博客网址：http://sina.lt/tdr 。。。。。。。。。。。。",N,,
440446,“别让别人的看法，挡住了你的光芒”，这是最近火热的菲律宾潘婷励志广告里的一句话，新的一年，中青旅预祝各位[话筒]策马奔腾共享人世繁华，对酒当歌唱出心中喜悦 ，轰轰烈烈把握青春年华…………,Y,NEU,Official ad quota
717448,天气渐冷，是否在为用什么样的洗发水而头疼呢？是否想让自己的发质漂亮又健康呢？越来越多的人在寻找专业线的洗护造型产品，因为他们知道专业的产品是可以从护理头皮开始对头发起到一定的帮助的，关注@candy护肤发品，即可购买到性价比最好的洗护造型产品。牌子有施华蔻、水谷、柏蔻等专业品牌。,Y,NEU,AD
478080,[赞啊]潘婷“植物精萃”系列用起来,Y,NEU,
502145,男女合唱潘婷广告歌，[围观]预备.....唱！！注意表情，注意节奏！！好、保持！！[围观],Y,NEU,Official ad quota
543046,阳光越过窗沿，午后慵懒的天，白云卷起日头，映在水里的面。秋风过境的思念，拖着如醉的枫叶，洒在湖的中间。远山传来的歌声，泛起了秋日的涧，水波柔柔的清潭里，小鱼儿轻轻的转。水草的飘柔，奏出曼妙的五线谱，你跳动的音符，如梦的舞出清影，映在画里的涧。,N,,
683269,在小卖部刷了一瓶施华蔻烫染修护精华，涂得满头满手都是金粉…,Y,NEU,
453679,#潘婷最火视频| #ShineStrong#坚定让女人更闪耀#别让别人对你的看法，遮挡了你的光芒[good] 我分享了http://t.cn/8kTpHYX,Y,NEU,Official ad quota
832636,黑长直的头发，发质粗硬，每天都的洗头发，不洗就感觉油。现在用沙宣垂直坠感洗发水，想换成lush ... 涓 头皮油还是整个油捏？,Y,NEU,
562953,来看看我拍的MV：“#十秒广告#@美图 解决秀发3大难题。 用飘柔就是这么自信😜😜😜#搞笑# @和尚洗头用飘柔”，点此播放>>http://t.cn/RPB3KwN（通过 #美拍# 录制）,Y,NEU,SAR
852695,"2014-5-26 15:09 上传 下载附件 (47.09 KB) 左边是强生的，全新10元。右边是十八坊，用过一两次，5元吧。 5 O"" e- [4 }; y$ R$ C; V1 Y0 ^ 2014-5-26 15:10 上传 下载附件 (36.57 KB) 潘婷乳液修复去屑750ml，38元。 ; D K2 J0 W6 c, @/ l 2014-5-26 15:11 上传 下载附件 (44.37 KB) 力士新活炫亮套装，25元。来自[妈妈圈Android版]",Y,NEU,AD
770737,沙宣男麻豆啊，我的光彩来自你的风采！,N,,
6931,清扬洗发水能滋养发质 还能让人变的轻松起来~,Y,POS,
742757,喜欢潘婷、舒肤佳、沙宣。[赞],Y,"Pantene=POS
 Vidal Sassoon=POS",
294866,"#我的欧莱雅秀发非凡时刻#@宝贝宝贝_win @2014熊霸天下 @虾仁蛋蛋2013  ,我觉得最需要使用到欧莱雅奇焕润发精油的时刻是参加party前(来自 http://t.cn/8Fp5nsS )",Y,AMBIGUOUS,
52365,#清扬胜利足球#退役的赛季是8场12球,N,,
411810,呵呵，潘婷你说你到底算个什么阿，让自己的人生一步步走到如今，只有你自己这个傻逼，对当年的事如此的介意，只有你个傻逼，如此卑微的维护着身边的可以给你温暖的人和事，如此卑微的活着，卑微的生存,N,,
404051,怀疑是潘婷防脱洗发水导致我细腻的皮肤长红疹子，还痒痒。,Y,NEG,
16426,#3月14日派节，送派给好朋友# http://t.cn/8FnkbKB 让友情像π一样无限！2/26-3/20期间分享漫画给好朋友，即有机会赢取友情大奖哦~ 亲，快看，这不就是你么 @Clear清扬,N,,
671579,#斐丝丽花园咖啡店# @施华蔻官方微博 小巧的旅行套装，气味芬芳，非常好用哦~~小袋包装也是非常的精致，拉链还带锁扣，[可爱]细节处见品质[赞],Y,POS,
673128,【编辑评测：施华蔻染发摩丝】在家DIY完美染发 想要把秀发染色，但又不想去美发沙龙，想要自己DIY的人群不妨试一下这一款施华蔻染发摩丝吧！它操作起来十分方便，只需30分钟便可以在家里完美染发。 。 [... http://t.cn/zHBLRWe,Y,POS,
865722,《初年这件小事》女主演b...,N,,
230125,海飞丝男士去屑洗发露多效水润动能型秒杀:#海飞丝去屑实力派#男性头皮皮脂的分泌比女性旺盛，更易出油，选择海飞丝男士系列，无惧出油尴尬，远离头屑问题！5月9日至5月15日登陆屈臣氏会员网站即可参加会员尊享秒杀，获30元购原价48.5元海飞丝男士去屑洗发露的名额，全国限量300份 http://t.cn/hgOzVb,Y,NEU,AD
704673,我喜欢“施华蔻幻彩染发霜”，它的功效“染发“很有用！晒妆狂app，随时随地获取最全最新化妆品信息，更有百万网友心得供您参考！下载链接：http://t.cn/zOdrBWP  @YOKA化妆品,Y,POS,
722084,#分享#原来施华蔻也有儿童洗发水，草莓牛奶味，小朋友一定很喜欢。,Y,POS,
15855,#321订货会# 【便宜好货在当中】清扬男士去屑洗发露！14.24元/套。支持阿里巴巴中国,Y,NEU,AD
483891,"北京电影学院周梦炎。1988年12月出生于苏州，身高：170cm。体重：47kg。血型：ab型。星座：巨蟹座。""足球宝贝热力赛""八强，网络人气冠军。潘婷之星选美大赛冠军。靓丽青春，柔情绰态，无时无刻不散发着诱人的风情。",N,,
497739,"闻香识女人 最喜欢的洗发水香味我来啦，参加活动，收获惊喜，祝小编天天开心，祝我好运降临，(*^__^*) 嘻嘻…#闻香识女人#潘婷潘婷,!. 地址：http://t.cn/zHwaYSV",Y,POS,AD
629925,lala~[xkl转圈]奇迹小#发膜#上新~[太开心]发质其实很重要哦，如果你是美女，却没有柔顺光泽的头发，那真的是美中不足[悲伤]开叉，毛躁，梳不顺？一罐小发膜就可以让你头发重新“飘柔”起来哦~[可爱]赶快背影杀手做起来~[害羞]小发膜一罐500g，就算是受伤9度的“烂发”也一样可以恢复光泽和柔顺~[鼓掌],Y,NEU,AD
676179,施华蔻[花心][花心][花心]@Lego-葉 @SONGYIJINXXX @黑眼圈小豆豆,?,,
666544,#施华蔻正献礼 以正品之名#为了我梦想而努力，付出了，我就不后悔毕竟我努力过啦,Y,AMBIGUOUS,
488510,@------梁冰是赖床女王 @ENG韩稳定 @Tirrta潘婷 @邢增武Q @半夏__together @-中国陆军特种兵 @一清二白三姐姐 这个蛮好喝的。。。你们觉得吗？,N,,
280087,在邻居姐妹团的围观下，我给宝姑娘剃了一个头，顿时觉得特别眼熟的发型，靳羽西！孩子，母上我手艺不错吧[哈哈]，人家欧莱雅总裁也就这发型呢。,N,,
497643,小龙龙@JENNIFER_泳 给我再拿三瓶潘婷，要这个滋润护发的哦[好爱哦][好爱哦][好爱哦][好爱哦]这个洗起来头发好柔顺好柔顺的说，护发素都省了[噢耶][噢耶][噢耶],Y,POS,
9532,今天葡萄牙真是点子挺背。点儿背不能赖社会。但德国战车还是一如既往地牛〜〜啦啦啦啦〜被解说逗乐啦〜＂平常梳得一丝不苟的头发，今天显得有些凌乱。＂是告诉我们别用清扬么。＂虽然没有坐上电梯，但却像一发炮弹。＂😂哈哈哈〜〜睡觉。C罗不哭，站起来lu。 http://t.cn/RvihVph,Y,NEG,sar
420185,【视频【梁吉娜】日常头发、皮肤使用产品分享—在线播放—优酷网，视频高清在线观看】【梁吉娜】日常头发、皮肤使用产品分享 理肤泉安洁洗面奶 玳梦菲嫩肤水 玳梦菲水润精华霜 潘婷颜色保护三大卷洗发水和护发素... http://t.cn/8sVfWCC （分享自 @优酷网）,Y,AMBIGUOUS,
729157,有两种方法哦，一种是用造型品比如发胶，定型喷雾之类的，推荐施华蔻劲能喷发胶，一种就是用丰盈的洗护产品，比如卡诗的丰盈活力系列，洗完后有蓬松效果,N,,
795923,【KEVIN老师：维达.沙宣逝世经典发型印象深刻】发型大师维达&#8226;沙宣逝世，受到时尚界，美发界众多名人的关注，KEVIN老师表示对沙宣打造的经典发型都记忆犹新。 http://t.cn/zTwSw3q,N,,
771269,2013沙宣方圆三角几何修剪剪发之路沙宣理发剪发书籍教材光盘 http://t.cn/8FkyPeP,N,,
218283,当月完成我负责的定投业务我奖励奶茶一杯彩票一张〜〜当月完成我的网银业务的奖励洗发水一瓶，海飞丝必须滴！[嘻嘻]当月完成我余额任务滴奖励电吹风一只，保证菲力浦！[花心][花心] 我在:http://t.cn/z8ojnt3,Y,NEU,
252616,#欧莱雅一滴改变等你见证# @jizixuan @sisi_90952 @最后雪山来客 喜欢仲间由纪惠的长发，从《极道鲜师》到今年新剧《SAKURA》，从刚出道的小清新到现在的为人妻，她多年发型都没怎么变，这也是一种坚持，希望我也能有她那样的坚持！,Y,NEU,
769590,我上传了一张乔斯·沙宣的图片， http://t.cn/zYyR6f5,N,,
187281,【视频：彭于晏海飞丝泰国拍摄花絮】 （分享自 @优酷网） http://t.cn/zRxF4eM,N,,
111534,🆕这款洗发套装一看到就特别喜欢😳太好闻了，很持久哟。这款的包装🎁看到实物我敢肯定➕确定女生都会被这个包装惊呆😝纯正冰淇淋🍦色系！所以我没有拒绝它理由😳😲😂每套2瓶(洗发乳+润发乳)💪 一共3种功效。。绝对比神马潘婷，飘柔，海飞丝好用几亿个档次😲  微信amiao_0409,Y,"Pantene=NEG
 Rejoice=NEG
 Head&shoulders=NEG",AD
397023,#大白菜好物tag#难得有这种话题 所以好想发一次！刚入坑不久所以喜欢白菜好物 好用的处理了图片和写的真心话❤️放不下了头发我用潘婷的精华乳护手霜喜欢鸡蛋花的格兰玛弗兰@Alpaca化妆的草泥马,N,,
803304,回复 翼SHE :现在产品多的很，什么是好产品，安利好吧它也是从推销开始，保险每个人都需要吧，也要上门推销。海飞丝好吧，那你是否一直用海飞丝？你用的话，那是否清扬的就不好，你不用的话是否海飞丝就不是好产品？每个人需求不同，我见过用了有头屑的没见过用了手疼的。只能说明不适合而已，30元给你产品带给你服务，难道不值这个价？有没有拿你钱不给你产品或者是拿刀架你脖子上非要买,Y,"Head&shoulders=NEU
 Clear=NEU",
808399,你们有人发现最近生孩子的辣妈生的都是女孩儿吗?,N,,
481660,喝班章茶，西双版纳名茶。@封面潘婷  我在:http://t.cn/zRJcSnE,N,,
648769,孩儿面，施华蔻，百特。家有两宝，必备孩儿面呢,N,,
17453,#清扬携手恒大再创冠军表现#回顾2013恒大亚冠夺冠之路，心中只有一种荡气回肠的感觉。如此无懈可击的卫冕冠军，难道不值得球迷们为之加油助威吗？！http://t.cn/8F3m4tU ——Mr. CLEAR,N,,
740991,有时候创意不需要太复杂 @沙宣VidalSassoon,N,,
901844,PANTENE潘婷PANTENE潘婷丝质顺滑洗发露。富含Pro-V维他命原和水养平衡配方，能有效修护毛燥干枯，令秀发盈润柔滑，尤其针对毛燥、干枯、不易梳理的发质有很好的效果。补水因子能深层滋润秀发，防止毛躁打结，持久保湿。规格750ml。 京东目前售价39.9元，参加满199-100的活动，购买5份实付99.5元包邮，合19.9元/件，近期好价，潘婷乳液修复洗发露750ML，目前同价，可以搭配，量有点多可以和朋友凑单购买。 购买详情链接 PANTENE 潘婷 丝质顺滑洗发露 750ML　39.9,Y,NEU,AD
830706,潘婷婷 潘婷婷：革命的叔叔们，我们一定不辜负你们的期望，好好学习，报答祖国！ 连云港市新浦区新海小学三（1）班,N,,
879061,新来贵吧，求解,N,,
654489,博主等等我，双十一我要把施华蔻都搬走。,Y,POS,
844277,已经没货了~~,N,,
326004,感恩节的礼物真的很感人欧莱雅护发土豪金,Y,NEU,
851359,自从换了洗发水我也这样了，换的是清扬女士用的，去屑效果不错可是头发开始大把脱落感觉得不偿失。,Y,NEG,
702776,"@施华蔻官方微博 又用完一瓶了，,超级喜欢[爱你]味道好闻[爱你][爱你]用后没有粘腻感[爱你][爱你][爱你]每次在吹头发前要喷喷，吹完后再喷[亲亲]，虽然用得有点心疼。效果怎么形容呢？反正我烫染后三个月一根开叉都没有，我的发型师夸我的发质变好了[鼓掌][鼓掌]。（当然也配合全套的洗发护发系列）",Y,POS,
966787,我还是喜欢干净利落形象的女孩子呢,N,,
574089,Rejoice 飘柔 倍瑞丝专效护理专研顺滑 洗发露 700ml 24.5元（可满99-30 低至18.5元） http://t.cn/RvmuWeO,Y,NEU,AD
610627,【视频20121118上海非誠勿擾飄柔愛轉角1—在线播放—优酷网，视频高清在线观看】20121118上海非誠勿擾飄柔愛轉角1   http://t.cn/zj2ovaT （分享自 @优酷网）,N,,
849233,嘿嘿，我又想去了，老夫人还说过些天去呢,N,,
521875,《不小心摸到女朋友胸部》哇擦，。笑屎了 。史上最牛逼的飘柔广告。真特么的有创意。,Y,NEU,Official ad quota
167815,"#亚马逊让红包飞# 分享即可参加新浪微博让红包飞有奖活动。新年惊喜大礼等你抢！活动时间2014年1.6-2.17。我刚在@亚马逊 找到了H&S海飞丝去屑洗发露护根防掉型750毫升(新旧包装更替,随机发货) 品牌: Head & Shoulders 海飞... http://t.cn/8FGx7HE ",Y,NEU,AD
47644,海飞丝什么的比施华蔻好用多了好吗！日系洗发水还有施华蔻这些压根就是洗完还有头屑的啊，油头皮果断还是转到海飞丝或者清扬吧洗一次清爽很久呢,Y,"Head&shoulders=POS
 Schwarzkopf=NEG
 Clear=POS",
748205,北京沙宣学校学子应邀参加【音乐现场节目 何洁 】，大家帮忙多转噢！-http://t.cn/Rv1M0wU,N,,
786003,用了沙宣定型么,N,,
465837,扫二维码加微信，潘婷套装及300份代金券等你拿！我要当潮人哈哈!果断转果断转果断转果断转果断转果断转果断转果断转果断转果断转果断转~!~! 地址：http://t.cn/8kPxAy7,Y,NEU,AD
453262,"今天收到了宝洁发来的潘婷时光损伤修护组合~是妖妖参加宝洁生活家的活动奖品，好惊喜的~~刚刚好没有洗发用品啦，宝洁来的太及时啦~~刚好和我的修护凝露配成一套~感谢生活家@宝洁生活家 ,谢谢礼品~~大家快来积极参加宝洁生活家的活动吧~~奖品多多哦~www.shenghuojia.com",Y,NEU,AD
58957,我在 @知乎 回答了【男的怎么护肤？我是从小就洗脸舒肤佳，洗头海飞丝那伙的。冬天脸爆皮，有没有什么规范之类的让皮肤变好？】：舒肤佳，海飞丝去屑性的去污力强。夏天还好，出汗多，不显啥。冬天，天气冷，风强。出汗少，皮肤分泌皮脂也少，滋润不了。建议用些滋润类的膏或… http://t.cn/RzxxLwT,Y,POS,
108068,【营销要找个好名字 别只想着翻译这件事】别只想着翻译这件事，海飞丝跟Head & Shoulder听起来没有半点关系，可口可乐就完全不一样。重点是，怎么让人记住它。 http://t.cn/Rvw2k5H  （分享自 @总裁网官方微博）,Y,AMBIGUOUS,
897729,不可向迩 发表于 2014-3-24 20:04:36 嗯。我也不喜欢海飞丝。白色资生堂要比蓝色更润一些的感觉。 不过感觉性价比还是力士那个红色的高，洗了 ... 红色的力士? 慢点下次我试试看,Y,NEG,
979975,飞飞商城即将在12月17日至12月19日举行为期3天的日用百货疯抢专场。日用百货，全网低价仅限3天喔！ 同时，12月17日10点（明天早上10点）派发年终大促220元红包大礼包。其中，红包可用于购买全网最低价的日用百货商品喔！ 摩擦再摩擦，优惠再优惠，打折再打折！ 1. 红包大礼包如何领？ 2014年12月17日10:00:00起可以通过微信公众号（feifeimall）或登陆网页（www.feifei.com）领取“年终大促220元红包大礼包”，每个手机号限领取1次； 2. 红包大礼包有多爆？,N,,
408411,【超感人！】泰国潘婷励志广告《You Can Shine》，一个关于成长的故事，配上经典曲目《卡农》，里面有一句对白，女孩问：“为什么我和别人不一样？”老人回答道：“为什么……要和别人一样？”活出你的闪亮吧！ http://t.cn/htQsE （中文字幕）,Y,NEU,Official ad quota
653317,#双11狂欢#@小明朗的妈咪 分享：京东 施华蔻斐丝丽樱花护色洗护套装（680洗发*3+50营养水）99元，味道很好闻，洗完头发很顺滑 http://t.cn/R7dG2Od #双11#,Y,POS,AD
573882,#飘柔·和你一起说出对他的爱#但现在好像不太可能 做这些  我觉得以后会有这个机会  我以后自己打工赚钱  哪怕我有多累  背有多痛 腿有多酸 我还是会做完我想做的事 http://t.cn/RPGbENT,N,,
451032,突然听见一首儿歌，恍然想起下学期要学唱至少100首儿歌，我有种蛋蛋的忧伤。我又想听王潘婷唱《捉泥鳅》了。,N,,
185612,KD在手，胜利我有，有得分王在，一定错不了。我看好俄克拉荷马雷霆队能砍下 5 场比赛中的最高得分，猜对了有机会赢得 @海飞丝实力派 的奖品，懂球帝速来！ http://t.cn/8kxLm2y,N,,
10462,【亚马逊中国 Z秒杀：CLEAR清扬男士去屑洗发露套装(活炭净爽型750ml+活炭净爽型16...】￥69.00 (6折)限量: 30，70%已抢购 http://t.cn/Rv6a0Mt,Y,NEU,AD
862308,楼主怎么破，求一个略长小清新点的，烫不烫，都可以前面头发有点卷,N,,
762092,前段时间上课，看到有人拿着一瓶洗头液在不停地喝，紫色的有点像沙宣。于是专门用心记住了洗头液的牌名。今日上网一查，竟然如此鄙视我自己。,Y,AMBIGUOUS,
276697,#我的欧莱雅秀发非凡时刻#我在欧莱雅懒美人秘社里最喜欢的“懒”美人小贴士是懒美人美丽秘诀#48 - 美甲贴士3，因为可以利用简单的胶带你可以做出很多不同的造型哦~ ，省钱了,N,,
486142,文成看起来挺破的，但是主办方好大方，让我们住的酒店各种高端大气上档次，感觉是四星级的水准，接送的也是豪华大巴#报平安#@孟子也词穷了 @仰角26 @坏脾气别扭的小怪兽 @潘潘潘婷_petty,N,,
296787,妞你在视频中推荐欧莱雅的洗发水产地是那个国家的！//@panda静629:土豆网上有信息//@Mira佳儿:妞你推荐过伊索的爽肤水是那款，准备买洁面和爽肤水,Y,NEU,
458018,潘婷以呵护秀发为主，这么碉堡谁不喜欢呀！！[哈哈]哈哈~//@陈昊强: 刚留了光头活动就开始了，刚长出来点儿可怜的头发，活动就结束了。。小伙伴们还能不能快乐的玩耍了。。。[泪][泪][泪],Y,AMBIGUOUS,
152016,【视频小曼老师揭秘秀发健康_Part1_海飞丝丝源复活_新浪播客】小曼老师揭秘秀发健康_Part1  http://t.cn/zQs8oLr（分享自 @新浪视频）,Y,AMBIGUOUS,
342728,送妈妈送奶奶，年度最佳单品欧莱雅护发土豪金,Y,POS,
876965,先回复这个妹子 当时那个帖子出来之后，负责的管理就立马找店主去撕逼了 但是人家有凭证有证 ... SPP 关于这个洗发水的团 我想说一说我的感受 当时属于纯跟风（不想在家洗清扬男士去屑洗发水了）买的 同事和同学请我代买 我们总共买了三套，都是欧巴的 我兴奋的回家使用了两次之后 那个头屑能吓死人 刚洗完的头发那头屑都是大块大块往下掉那种 总之就是很恐怖 所以我怀疑这个洗发水有问题 不是假货就是次货 然后我问了同事和同学使用感 结果她们都表示非常好用 没有头屑 洗完头发顺顺的 然后我也不知道为什么,Y,AMBIGUOUS,
396200,刘亦菲汤唯最新版潘婷广告,Y,NEU,Official ad quota
601371,@金秀贤 我正在用PPS影视圈，可以记录、分享好友的影视动态，挺好玩的，快来PPS影视圈搜索 贫尼洗发用飘柔x 关注我吧:http://t.cn/zTKi2n2,N,,
770544,[生病][生病][生病]能不写课题论文就毕业吗？！[衰][衰][衰]写累了想洗澡，浴室没洗发水，拿瓶沙宣来用，一洗才知道是润发乳[晕][晕][晕],Y,NEU,
814657,已回助,N,,
839566,果然春夏季节头发是非常容易枯黄和断裂的，要需要滋养一下呢。,N,,
788077,#随手拍#看到这包装觉得好像沙宣洗发露，所以买了瓶尝一下试试会不会吐泡泡[嘻嘻],Y,NEU,
194014,"我在京东JD.COM购买了海飞丝男士去屑洗发露强根护发型380ML,★★★★★：1111111111111111111111111111 http://t.cn/8kUVGpa",Y,NEU,AD
34709,小编~~不知道ep会不会再附送一瓶洗发水哦~~家里一大瓶清扬用一大半了~~[偷笑][偷笑] 说真的洗发水洗完后真的是清爽无头屑——#向世界炫出自己，让未来无懈可击#妥妥的！[爱你] @aska相遇 @宗纬爱蛋蛋028 @aska小朋友,Y,POS,
398106,来看看我拍的MV：“#潘婷最美回眸#最迷人是低头的温柔，最难忘是那轻颦回眸。为良人蓄起长发，@潘婷Pantene 见证相思的所有。快来点赞帮我成为最美回眸女神吧@YOKA时尚网”，点此播放>>http://t.cn/RzSAYFX（通过 #美拍# 录制）,N,,
73898,海飞丝，500毫升装，才3块。洗澡，早上好！,Y,NEU,
833707,权威性的东西，认可的潘婷，就像网友说的一样，管用! 智通人才连锁（佛山公司）逢周三、六举办大型招聘会，智通人才网（www.job5156.com）详询：0757-86115156,?,,
671110,#恒时传奇，至珍呵护# 我与超级名模克劳迪娅.希弗一起发现了秀发恒时美丽的奥秘，收集珍珠能量，赢取施华蔻全新essence ULTIME恒时珍粹定制礼盒及Mikimoto珍珠项链，详情点击http://t.cn/RveBuNv @-qIIg茵兒@巩蝶知e@郑尔风,Y,NEU,AD
84371,#当青春遇上节操#清新感人，青春节操典范，支持观点投票，赢海飞丝礼包和小米盒子！http://t.cn/RPqSE9D?_rnd=4699,Y,NEU,AD
216532,"我是""宁都刘氏集团一哥刘建新"", 我已经将名字改为""唐僧爱上海飞丝"",请继续关注我哦~",N,,
789908,#宝喵考考你#1.宝洁 潘婷洗发水+护发素+发膜 染烫损伤修护套装 ，2.宝洁店 沙宣修护水养洗发水/露+护发素 ，3.宝洁 吉列剃须刀锋速3 1刀架(1刀头)+4刀头 ，4. Crest佳洁士全优7效牙膏90g*4 ，5.开张4年了，6.爱喵没有期限、支持你到永远[心]@宝洁天猫旗舰店,Y,NEU,AD
740826,头发容易油的人就不要用沙宣了 为什么我总是记不住这个道理,Y,NEU,
753589,健康染发 金铜色 @_PHILOSOPHY_ @美界造型火车 @德基沙宣理念peter @异次元小冷,N,,
48814,C罗！！！！！！因为————咔——————清扬去屑！！！！,Y,NEU,SAR
761773,我想这么多年来都没用过沙宣洗头 是因为它的广告里的模特发型太酷炫 我不敢用啊,Y,AMBIGUOUS,
804522,全网最低海淘精选：Ama...,N,,
806608,回复 海飞丝的魅力 :我在家,N,,
871641,使用潘婷很多年了，一直都没有换过,Y,NEU,
294092,看广告欧莱雅也出了八朵花精油，算是欧莱雅的第一款面油吧？感觉是低端版的darphin 8 nectar[嘻嘻]最近洗澡前是洁面兰芝水加面油后再进去，明显皮肤舒适度提高了，蒸汽spa也让皮肤更舒服，不会倒拔干了，就是得不怕麻烦。对于上班族来说，护肤护发养身真的是得持之以恒不怕麻烦的事业[挖鼻屎],N,,
513857,飘柔 就是这么自信 哈哈[偷笑],Y,NEU,SAR
717342,#TG专美于你#转发本条微博@ 你的任意好友，就有机会得到：1.本人亲自操刀价值2280元施华蔻免费烫染护（3位）；2.TG造型价值200元会员卡（5位）：3.288元洗发水+护发素（5位）；4.只要你转发本条微博，到本店设计发型可抵现金50元。转发截止9月30日抽奖。,Y,NEU,AD
167463,好幸运！我刚刚在#丝源会#中抽到了丝源体验套装，滋养发肌本源，盛放秀发生命力！你是否也想体验到高端海飞丝头皮SPA呢，快来和我一起加入丝源会吧！ @海飞丝丝源复活 http://t.cn/8FGrjVD,Y,NEU,AD
644695,@吃货货_，你在“一张照片证明你是自然系女生”的照片我很喜欢！ #飘柔自然之美# “地址：http://t.cn/zTHGVdV,N,,
732293,[思考]设计师发型设计最得力助手就是沙宣,N,,
401904,#ShineStrong#顾家女孩、暴走旅行家、时尚辣妈、职场女王，亦或爱情圣斗士，外表柔美但内心强大的她们，始终执着追求属于自己的生活、事业和爱情。你是否也曾被这份执着打动过，快扫描二维码为身边的她们献个赞吧~晒出献赞心意卡并@潘婷Pantene，更有机会获得神秘好礼~,N,,
792628,#沙宣美发工具引领DIY潮流造型好礼相送#分享个好玩的活动给你们，都来看看吧。[礼物]  地址：http://t.cn/zTeZnmP,Y,NEU,AD
310099,#欧莱雅精油护发#好活动一定要珍惜，人生最珍贵的不是“得不到”和“已失去”而是现在能把握的幸福！平淡是真。[给力]  地址：http://t.cn/8kBYjQQ,Y,NEU,AD
477900,潘婷可以搞定的问题，就不是问题了[lt切克闹]。,?,,
